Date,Name,Year,Letterboxd URI,Rating,movie_id,genres,overview,director,cast,keywords,poster_path,backdrop_path
2025-05-01,X-Men,2000.0,https://boxd.it/1a7s,3.0,36657.0,"Adventure, Action, Science Fiction","Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",,,,/bRDAc4GogyS9ci3ow7UnInOcriN.jpg,/3QUVzbcNyfGe3ocWkYAT8emK8Co.jpg
2025-05-01,Rush Hour,1998.0,https://boxd.it/27pU,4.0,2109.0,"Action, Comedy, Crime","When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",,,,/nwPhAsfnb7f46bZkWLG7IRP5HXr.jpg,/9FrpAtF87VKblKkDEiIZzYgO40K.jpg
2025-05-01,Baby's Day Out,1994.0,https://boxd.it/1Ume,4.0,11212.0,"Comedy, Adventure, Family, Crime","Baby Bink couldn't ask for more: he has adoring (if somewhat sickly-sweet) parents, lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents—especially the three enterprising kidnappers who pretend to be photographers from the newspaper. Successfully kidnapping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",,,,/21U2jwl36hoTHsXB3fDuIQkcchu.jpg,/7bDfeFS4utVf2LNN5lr2pnVgRTb.jpg
2025-05-01,Chaplin,1992.0,https://boxd.it/1WgW,4.0,10435.0,Drama,"An aged Charlie Chaplin narrates his life to his autobiography's editor, including his rise to wealth and comedic fame from poverty, his turbulent personal life and his run-ins with the FBI.",,,,/yEbD5ibsuZOZF522bb3RXtOYg35.jpg,/qjKUUw2AhUZnbEzQIOjAN3chjeE.jpg
2025-05-01,Airplane II: The Sequel,1982.0,https://boxd.it/26uu,2.5,2665.0,Comedy,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",,,,/zs7Pjyabt0fwe2XqIx0gnF9Q4np.jpg,/mtRGjKv3ky39BGXfwJDwoKumVIT.jpg
2025-05-01,Witch's Cradle,1944.0,https://boxd.it/KLm,3.0,47425.0,"Fantasy, Horror","The surrealist film shows repetitive imagery involving a string fashioned in a bizarre, almost spiderweb-like pattern over the hands of several individuals, most notably an unnamed young woman and an elderly gentleman. The film also shows a shadowy darkness and people filmed at odd angles, an exposed human heart, and other occult symbols and ritualistic imagery which evokes an unsettling and dream-like aura. Considered an unfinished film.",,,,/uN6XtnX0L8tC2WkvbqMhcz4RE3r.jpg,/sGf2w0AtxFE3j3yqCyMM6bUrzmC.jpg
2025-04-29,Brett Goldstein: The Second Best Night of Your Life,2025.0,https://boxd.it/TMiG,2.5,1451815.0,Comedy,"Emmy-winning actor, writer, and comedian Brett Goldstein brings his irresistible charm and quick wit stateside for his first HBO stand-up special. Best known for the hit shows ""Ted Lasso"" and ""Shrinking"", Goldstein sheds his testy Roy Kent façade to share his hilarious insights on love, sex, masculinity, ""Sesame Street"", and everything in between.",,,,/aWVT2RDf0DNorRq0felYfsUbL3t.jpg,/45qTHpgtT37cjPLpUJ8vdDd4WoR.jpg
2025-04-29,Doodlebug,2021.0,https://boxd.it/OhHg,3.0,1317910.0,,A young man is tormented by a mysterious creature in his bedroom. Its eventual capture later becomes a personal revelation.,,,,/2LGlPiyIZo45tPHEcYwRahUn4La.jpg,
2025-04-29,The Sorcerer's Apprentice,2010.0,https://boxd.it/1sGg,3.0,27022.0,"Fantasy, Adventure, Action","Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",,,,/b5pIUsGll0418NyfNA5eYCI9aoK.jpg,/mtrfLUfUoQunolDhmQy0GfbRclC.jpg
2025-04-29,The Girl Next Door,2004.0,https://boxd.it/1VSq,2.5,10591.0,"Comedy, Romance","Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",,,,/5mVyFHSY2rSsNgD4NfEwV82HigU.jpg,/qvcOovScPoRalRxDy50rYSYFree.jpg
2025-04-28,Aladdin,2019.0,https://boxd.it/eSjy,3.5,420817.0,"Adventure, Fantasy, Romance, Family",A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,,,,/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg,/rVqY0Bo4Npf6EIONUROxjYAJfmD.jpg
2025-04-28,Men in Black: International,2019.0,https://boxd.it/hdJw,2.5,479455.0,"Comedy, Science Fiction, Action, Adventure","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",,,,/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,/uK9uFbAwQ1s2JHKkJ5l0obPTcXI.jpg
2025-04-28,Men in Black 3,2012.0,https://boxd.it/103U,3.5,41154.0,"Action, Comedy, Science Fiction","Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",,,,/90DdoEStzeObs96fsYf4GG544iN.jpg,/5AhpUb8CAP0jZ4Wrn7AsRUYjZxB.jpg
2025-04-28,Hitch,2005.0,https://boxd.it/205o,3.0,8488.0,"Comedy, Drama, Romance","Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships.",,,,/x3W9H3nhGQbWSlyI8Amp2F6Z6cz.jpg,/a6tIX4fGgp60w2d9pqYRbFM91ne.jpg
2025-04-28,Men in Black II,2002.0,https://boxd.it/2a0y,4.0,608.0,"Action, Comedy, Science Fiction","Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",,,,/enA22EPyzc2WQ1VVyY7zxresQQr.jpg,/o1l6OCqA3pYDZHIc5L1s7CEzCMv.jpg
2025-04-28,Men in Black,1997.0,https://boxd.it/2a0I,4.0,607.0,"Action, Adventure, Comedy, Science Fiction","After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent K and new recruit Agent J find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",,,,/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,/o9puyKpayQoX8ikIaYtf2PfKv3.jpg
2025-04-27,Popeye the Slayer Man,2025.0,https://boxd.it/RpDi,1.5,1388366.0,Horror,"A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.",,,,/nVwu3mN7hr1yF467pGct3yQFM41.jpg,/xkjWiRQtrenqGRWO2Enry2JIl4d.jpg
2025-04-27,Road House,2024.0,https://boxd.it/cdzQ,3.0,359410.0,"Action, Thriller","Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",,,,/fDEdtS4P0gJsxHDIt8dG8TR5dx1.jpg,/clFFCapyGpE7KD4Jsu5pUbFBZF4.jpg
2025-04-27,Gully Boy,2019.0,https://boxd.it/hHXo,3.5,491625.0,"Drama, Music",A coming-of-age story based on the lives of street rappers in Mumbai.,,,,/4RE7TD5TqEXbPKyUHcn7CSeMlrJ.jpg,/gcZbciueHH7WmD03GcVZX7LYqmR.jpg
2025-04-27,Night at the Museum: Secret of the Tomb,2014.0,https://boxd.it/5x3m,3.5,181533.0,"Adventure, Comedy, Fantasy, Family","When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",,,,/xwgy305K6qDs3D20xUO4OZu1HPY.jpg,/1ClgfKeczI0d0KKuBs5qSIqUReT.jpg
2025-04-27,Source Code,2011.0,https://boxd.it/fdo,4.0,45612.0,"Thriller, Science Fiction, Mystery","When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",,,,/nTr0lvAzeQmUjgSgDEHTJpnrxTz.jpg,/s2Cu1y9Al9RbwRU5blAH8wMCrBI.jpg
2025-04-27,Black Swan,2010.0,https://boxd.it/Sw0,4.5,44214.0,"Drama, Thriller, Horror","A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",,,,/viWheBd44bouiLCHgNMvahLThqx.jpg,/eDLp4uFdqP1gpy9oMrutwH6Q64I.jpg
2025-04-27,Night at the Museum: Battle of the Smithsonian,2009.0,https://boxd.it/1H7U,4.0,18360.0,"Adventure, Fantasy, Action, Comedy, Family","Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",,,,/l9yAQn6TyrA3gv5xZZkiMMoZsiw.jpg,/zdhICEDUlBTQ43fQMa2KJt8fDFX.jpg
2025-04-27,Hancock,2008.0,https://boxd.it/1Zv6,3.5,8960.0,"Fantasy, Action","Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",,,,/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg,/xh0ZRdnL4pSqfW73HBf97xiNEFP.jpg
2025-04-27,Night at the Museum,2006.0,https://boxd.it/28wi,4.0,1593.0,"Action, Adventure, Comedy, Family, Fantasy","Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",,,,/pDsAAYf6Zn0yiAGJ6lYGs6hoZ4E.jpg,/1ZVlzOBYCggLzvVYHK7Im6LohjC.jpg
2025-04-25,Rare shorts,,https://letterboxd.com/sarthi_watcher/list/rare-shorts/,3.0,140495.0,,Zany flying in biplanes of the era.,Nate Watt,"Vince Barnett, John T. Murray, Frank Clarke",,,
2025-04-24,Red One,2024.0,https://boxd.it/vTBM,2.0,845781.0,"Action, Comedy, Fantasy","After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",,,,/cdqLnri3NEGcmfnqwk2TSIYtddg.jpg,/rOmUuQEZfPXglwFs5ELLLUDKodL.jpg
2025-04-24,Tetris,2023.0,https://boxd.it/rePK,4.0,726759.0,"Thriller, History, Drama","In 1988, American video game salesman Henk Rogers discovers the video game Tetris. When he sets out to bring the game to the world, he enters a dangerous web of lies and corruption behind the Iron Curtain.",,,,/4F2QwCOYHJJjecSvdOjStuVLkpu.jpg,/4avmIRBBOs9b4DKoenf8SWWJJP7.jpg
2025-04-24,Red Notice,2021.0,https://boxd.it/ixtq,2.5,512195.0,"Action, Comedy, Crime","An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",,,,/lAXONuqg41NwUMuzMiFvicDET9Y.jpg,/p34WRcgkN2QIHcds5FtFiSpV3PC.jpg
2025-04-24,Jumanji: Welcome to the Jungle,2017.0,https://boxd.it/bUeE,3.0,353486.0,"Adventure, Comedy, Fantasy, Action","Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",,,,/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,/zZKmEmRDc7ZjFucPm2UGNgDRlDc.jpg
2025-04-24,Grown Ups 2,2013.0,https://boxd.it/3GAq,3.5,109418.0,Comedy,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",,,,/hT6ijOtjtYrnyDhN7VA2QWyGFAm.jpg,/7JhsJxNmdW0y4IyNrHy10cECrAz.jpg
2025-04-24,Ted,2012.0,https://boxd.it/2pgc,4.0,72105.0,"Comedy, Fantasy","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",,,,/1QVZXQQHCEIj8lyUhdBYd2qOYtq.jpg,/hkAVgWvAMmM8tj9CDEvGqMdNQBE.jpg
2025-04-24,Grown Ups,2010.0,https://boxd.it/169a,4.0,38365.0,Comedy,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",,,,/cQGM5k1NtU85n4TUlrOrwijSCcm.jpg,/kARonxQpuSZdFraTKlCThWOBCtu.jpg
2025-04-24,Get Smart,2008.0,https://boxd.it/1Tig,3.5,11665.0,"Action, Comedy, Thriller","When members of the nefarious crime syndicate KAOS attack the U.S. spy agency Control and the identities of secret agents are compromised, the Chief has to promote hapless but eager analyst Maxwell Smart to field agent. He is partnered with veteran and capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil world-domination plans of KAOS and its crafty operative?",,,,/sZUjbtUS8qxXp4mj90evnqPJqX7.jpg,/AfqYmTA3JUsyrFAVHoFyjyjG3Vl.jpg
2025-04-24,Doodlebug,1997.0,https://boxd.it/TZC,3.5,43629.0,Horror,There's something in his apartment. A man looking for an insect-like thing devolves into a bout of insanity as his subconscious mind begins to strangle his waking one.,,,,/cXDFFv6yZNW3vUHOKKUPJNnL0So.jpg,/t1NlvLU5xJamUTPVwnWi2o9nR76.jpg
2025-04-24,Tarantella,1989.0,https://boxd.it/uhUa,2.5,804706.0,Horror,"""Tarantella"" was an early Super 8 short film directed by Christopher Nolan with his childhood friend Roko Belic. It was made in 1989 while Nolan was studying at University College London. The film aired on ""Image Union,"" a PBS programme in Chicago.  It is about the suffering of a young man while he has nightmare about spiders and demons.",,,,/eqFhruWEIRwjkvqgJN48VPuR50Q.jpg,
2025-04-24,The Witch's Cat,1929.0,https://boxd.it/knvK,2.0,557151.0,Animation,Snap the Gingerbread Man attracts some unwanted attention from an enchanted cat.,,,,/yij9Or5LaQaMTFmAneMLBoTgmIL.jpg,
2025-04-24,A Doodlebug Elopement,1928.0,https://boxd.it/zEd4,2.5,944769.0,Animation,Mr. Bug and his girl elope after Dad tries to enforce curfew.  Part of the Daffy Doings in Doodlebugville series from 1928.,,,,,
2025-04-24,Mermaid,1910.0,https://boxd.it/5Lvu,3.0,190782.0,"Fantasy, Drama","""Rusalka"" or ""Mermaid"" based on Pushkin, an opera by Dargomizhsky, and other sources: A prince and a miller's daughter have been involved in a romance together, but now the prince tells her that he must break it off. After the prince leaves, the distraught young woman attempts to drown herself. When the prince's wedding day arrives, he is tormented by her image, which appears wherever he goes. Eventually, he is compelled to return and to try to find out what happened to her, regardless of the consequences.",,,,/O8THTBI8eAnpzACoQbFSIn66U5.jpg,
2025-04-22,Space Jam: A New Legacy,2021.0,https://boxd.it/dd9A,2.5,379686.0,"Family, Comedy, Adventure, Animation, Science Fiction","When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",,,,/5bFK5d3mVTAvBCXi5NPWH0tYjKl.jpg,/8s4h9friP6Ci3adRGahHARVd76E.jpg
2025-04-22,The Martian,2015.0,https://boxd.it/8SeG,4.5,286217.0,"Drama, Adventure, Science Fiction","During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",,,,/fASz8A0yFE3QB6LgGoOfwvFSseV.jpg,/lzMS0CI3FLQYC5EgJoWeIaEt0lm.jpg
2025-04-22,Creed,2015.0,https://boxd.it/a2qk,3.5,312221.0,Drama,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",,,,/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg,/kODNw6GJNdgldUMEhKPlCw8wQCr.jpg
2025-04-22,The Curious Case of Benjamin Button,2008.0,https://boxd.it/23Fk,4.5,4922.0,"Drama, Fantasy, Romance","Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.",,,,/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg,/2fswjyrY3GEzeoVn6mF8pNeNcgf.jpg
2025-04-22,Gladiator,2000.0,https://boxd.it/2b9m,4.5,98.0,"Action, Drama, Adventure","After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",,,,/wN2xWp1eIwCKOD0BHTcErTBv1Uq.jpg,/jhk6D8pim3yaByu1801kMoxXFaX.jpg
2025-04-21,Minnal Murali,2021.0,https://boxd.it/osLw,3.5,657644.0,"Action, Comedy, Fantasy",A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.,,,,/efetKFDyptrRpoHBb103Tg3Auw5.jpg,/3la3qXbP1LNG3fV072uK2UkuZ9H.jpg
2025-04-21,Ghostbusters: Afterlife,2021.0,https://boxd.it/f4Pw,2.5,425909.0,"Fantasy, Comedy, Adventure","When single mom Callie and her two kids Trevor and Phoebe arrive in a small Oklahoma town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",,,,/sg4xJaufDiQl7caFEskBtQXfD4x.jpg,/EnDlndEvw6Ptpp8HIwmRcSSNKQ.jpg
2025-04-21,Us,2019.0,https://boxd.it/gnV6,4.5,458723.0,"Horror, Mystery","Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",,,,/ux2dU1jQ2ACIMShzB3yP93Udpzc.jpg,/sC0b8iPUHfZdD8kseLiHw3N8gkp.jpg
2025-04-21,The Angry Birds Movie 2,2019.0,https://boxd.it/gdL6,3.0,454640.0,"Animation, Adventure, Comedy, Family","Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.",,,,/ebe8hJRCwdflNQbUjRrfmqtUiNi.jpg,/tTVjF5q63fli9ecSg5L9ljHibKJ.jpg
2025-04-21,Pokémon Detective Pikachu,2019.0,https://boxd.it/fVA0,3.0,447404.0,"Action, Adventure, Fantasy","In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",,,,/uhWvnFgg3BNlcUz0Re1HfQqIcCD.jpg,/yXybBEC45p84D0Ky7GmQQYrclVr.jpg
2025-04-21,Jumanji: The Next Level,2019.0,https://boxd.it/ixu4,2.5,512200.0,"Adventure, Comedy, Fantasy","As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",,,,/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,/qgch2rFskIxDMgwrD5lWTaB4nBl.jpg
2025-04-21,Black Panther,2018.0,https://boxd.it/8MHs,4.5,284054.0,"Action, Adventure, Science Fiction","King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",,,,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,/b6ZJZHUdMEFECvGiDpJjlfUWela.jpg
2025-04-21,Incredibles 2,2018.0,https://boxd.it/7IPg,4.0,260513.0,"Action, Adventure, Animation, Family","Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",,,,/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg
2025-04-21,Aquaman,2018.0,https://boxd.it/9ru0,3.0,297802.0,"Action, Adventure, Fantasy","Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",,,,/ufl63EFcc5XpByEV2Ecdw6WJZAI.jpg,/9QusGjxcYvfPD1THg6oW3RLeNn7.jpg
2025-04-21,Johnny English Strikes Again,2018.0,https://boxd.it/gzGW,3.0,463272.0,"Action, Adventure, Comedy","Disaster strikes when a criminal mastermind reveals the identities of all active undercover agents in Britain. The secret service can now rely on only one man - Johnny English. Currently teaching at a minor prep school, Johnny springs back into action to find the mysterious hacker. For this mission to succeed, he’ll need all of his skills - what few he has - as the man with yesterday’s analogue methods faces off against tomorrow’s digital technology.",,,,/tCBxnZwLiY1BOKw3tH6AxHZdqPh.jpg,/qw6nuv56NW1JqzMoONlM84Iciwz.jpg
2025-04-21,A Wrinkle in Time,2018.0,https://boxd.it/el46,2.5,407451.0,"Adventure, Science Fiction, Family, Fantasy","After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",,,,/yAcb58vipewa1BfNit2RjE6boXA.jpg,/mx6zzr2H34fXMsBmL2it8NsmKF1.jpg
2025-04-21,The Meg,2018.0,https://boxd.it/bAL4,1.5,345940.0,"Action, Science Fiction, Horror","A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",,,,/eyWICPcxOuTcDDDbTMOZawoOn8d.jpg,/ibKeXahq4JD63z6uWQphqoJLvNw.jpg
2025-04-21,Logan,2017.0,https://boxd.it/7Piy,5.0,263115.0,"Action, Drama, Science Fiction","In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",,,,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,/qTdCfGyDisY9e8BLycszlyTsPWx.jpg
2025-04-21,Baby Driver,2017.0,https://boxd.it/bhF2,4.0,339403.0,"Action, Crime","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",,,,/tYzFuYXmT8LOYASlFCkaPiAFAl0.jpg,/yir5430WblZSZuIMd9C6pIZerfA.jpg
2025-04-21,The Boss Baby,2017.0,https://boxd.it/9mfO,3.5,295693.0,"Animation, Comedy, Family","A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",,,,/9MsQJKe4cUAGxc7R2NGaFQLqOPc.jpg,/4IrZC1uuaDpGScO4TDyEe4E4bq2.jpg
2025-04-21,Cars 3,2017.0,https://boxd.it/7IPq,3.5,260514.0,"Animation, Adventure, Comedy, Drama, Family","Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns.",,,,/zg5RDxvIIAKsucjuU2EZJIHEIvz.jpg,/4mlS1MitcOqdPLhxEFyk9Qwf5rr.jpg
2025-04-21,Wonder Woman,2017.0,https://boxd.it/9roG,3.0,297762.0,"Action, Adventure, Fantasy",An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,,,,/v4ncgZjG2Zu8ZW5al1vIZTsSjqX.jpg,/AaABt75ZzfMGrscUR2seabz4PEX.jpg
2025-04-21,Baywatch,2017.0,https://boxd.it/biG6,2.0,339846.0,"Comedy, Action, Crime","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",,,,/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,/6QmX2BDVr1hIOIPHqnxvp1C1ZZp.jpg
2025-04-21,Doctor Strange,2016.0,https://boxd.it/8MH8,4.5,284052.0,"Fantasy, Adventure, Action","After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",,,,/uGBVj3bEbCoZbDjjl9wTxcygko1.jpg,/kkoiH8ZWxJ9WSAjOadGtuHUQxbm.jpg
2025-04-21,The Nice Guys,2016.0,https://boxd.it/94Hg,4.5,290250.0,"Comedy, Crime, Action",A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,,,,/clq4So9spa9cXk3MZy2iMdqkxP2.jpg,/yxYUN3fBPJdTNdXC1l8L24XFPhX.jpg
2025-04-21,Kung Fu Panda 3,2016.0,https://boxd.it/4uRQ,3.5,140300.0,"Animation, Action, Adventure, Comedy, Family","While Po and his father are visiting a secret panda village, an evil spirit threatens all of China, forcing Po to form a ragtag army to fight back.",,,,/oajNi4Su39WAByHI6EONu8G8HYn.jpg,/s3FiHTdpQVpqIqdBxLLiy40wGut.jpg
2025-04-21,The Jungle Book,2016.0,https://boxd.it/8wjk,3.5,278927.0,"Family, Adventure, Fantasy","A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",,,,/2Epx7F9X7DrFptn4seqn4mzBVks.jpg,/8oYykF1Qhrb8fC2qZqD71EzRywg.jpg
2025-04-21,Now You See Me 2,2016.0,https://boxd.it/99fw,3.5,291805.0,"Thriller, Crime","One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",,,,/A81kDB6a1K86YLlcOtZB27jriJh.jpg,/oFQilRMEq6yQbtMPxIYWpXeQ5ZN.jpg
