Date,Name,Year,Letterboxd URI,Rating,movie_id,genres,overview,director,cast,keywords,poster_path,backdrop_path
2025-07-27,A Christmas Gift from Bob,2020.0,https://boxd.it/p7va,3.0,673737.0,"Family, Drama","James Bowen finds himself the target of an animal welfare investigation that threatens to take away his beloved cat, Bob, at Christmas.",,,,/soZ6XPBxp3LPPbYhJSerbzw5ReC.jpg,/oKtuit0R4v4i6colEDeYpdTKKqS.jpg
2025-07-27,Sherlock: The Abominable Bride,2016.0,https://boxd.it/dbTQ,4.0,379170.0,"Crime, Drama, Mystery, Thriller, TV Movie",Sherlock Holmes and Dr. Watson find themselves in 1890s London in this holiday special.,,,,/hibE8cyZs2Bm0o4WaWd1pppvjO2.jpg,/gGeoc8rFfPRIakXNttoFU85YVwv.jpg
2025-07-27,Krrish 3,2013.0,https://boxd.it/68tm,4.0,204435.0,"Action, Science Fiction",Krrish and his father must team up to save the world from a psychokinetic evil man named Kaal and his army of mutants.,,,,/tuHHTj59CNXGhI9eRZM47aa3zuC.jpg,/rG2pFglPrNS1H0UmFu5z5KTTPtJ.jpg
2025-07-25,Dragon Ball Super: Super Hero,2022.0,https://boxd.it/mxII,3.5,610150.0,"Animation, Science Fiction, Action","The Red Ribbon Army, an evil organization that was once destroyed by Goku in the past, has been reformed by a group of people who have created new and mightier Androids, Gamma 1 and Gamma 2, and seek vengeance against Goku and his family.",,,,/pi0iZOEHeA3ih4p1IwAG4x2DZNH.jpg,/uR0FopHrAjDlG5q6PZB07a1JOva.jpg
2025-07-25,Mission Mangal,2019.0,https://boxd.it/mBBc,4.5,611594.0,"Drama, History",A team of Indian scientists at ISRO (Indian Space Research Organisation) take on the extraordinary task of successfully sending a satellite into the orbit of planet Mars in a country's maiden attempt.,,,,/yUR7yDFNXQSoA51G0PPjIXOG2C9.jpg,/5p38BElzTB4ltpJ2hMqept3Sfzh.jpg
2025-07-25,War,2019.0,https://boxd.it/lwH8,4.0,585268.0,"Action, Thriller, Adventure","Khalid, entrusted with the task of eliminating former soldier turned rogue Kabir, engages in an epic battle with his mentor who taught him everything.",,,,/yUtaHkL2SDIAZhRApZAyQrAXygn.jpg,/aOSDKvqglKVa3SYy4CPXYUAfDlf.jpg
2025-07-25,Super 30,2019.0,https://boxd.it/jrkE,3.5,534075.0,Drama,Based on life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for financially weak IIT aspirants in Patna.,,,,/n0LdZvEqZjnSQSHzzwryFBYjXk1.jpg,/sEACj18R38zDPhyU7xWmLByDcwq.jpg
2025-07-25,Dragon Ball Super: Broly,2018.0,https://boxd.it/iaWE,4.5,503314.0,"Action, Science Fiction, Animation","Earth is peaceful following the Tournament of Power. Realizing that the universes still hold many more strong people yet to see, Goku spends all his days training to reach even greater heights. Then one day, Goku and Vegeta are faced by a Saiyan called 'Broly' who they've never seen before. The Saiyans were supposed to have been almost completely wiped out in the destruction of Planet Vegeta, so what's this one doing on Earth? This encounter between the three Saiyans who have followed completely different destinies turns into a stupendous battle, with even Frieza (back from Hell) getting caught up in the mix.",,,,/uMEgkyiPznZP5AiMSWAk2jsj5gC.jpg,/Dnk4iSqqNkZBJBPeFdAegTaxD5.jpg
2025-07-25,Baby,2015.0,https://boxd.it/a874,3.5,314389.0,"Action, Thriller",A nascent elite team of the Indian intelligence system perpetually strives to detect and eliminate terrorists and their plots. Officer Ajay leads his team to destroy one such potentially lethal ploy in their biggest operation yet.,,,,/5yezGgo37qmd6kDknZKFzbhT19b.jpg,/w94ZL3AcTZpebSLyhKuYfdeeuV6.jpg
2025-07-25,Bang Bang!,2014.0,https://boxd.it/8Lsw,3.5,283589.0,"Action, Adventure, Comedy, Romance, Thriller","A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.",,,,/ixX899bXT1pMXWOXJW4s7JmrEZh.jpg,/rIm7D7PrQoEmnCx9YSPTdSYr35g.jpg
2025-07-25,Guzaarish,2010.0,https://boxd.it/ZbI,4.0,41518.0,"Drama, Romance","Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",,,,/uQgjtBBZ9se2Kcir9xQ9xY2kzyl.jpg,/ne9l7T6whDCfdwehphf6Z35GKMv.jpg
2025-07-25,Jodhaa Akbar,2008.0,https://boxd.it/1OOw,3.5,14073.0,"Romance, History, Drama",A sixteenth century love story about a marriage of alliance that gave birth to true love between a Mughal emperor and a Rajput princess.,,,,/gPjgeywFNTlh9IUuXWy85nn4h8J.jpg,/dwdH8HykILUADCIupGsqjcq1ygv.jpg
2025-07-25,Phir Hera Pheri,2006.0,https://boxd.it/1DCk,5.0,20359.0,Comedy,"Raju,  Shyam and Baburao are living happily after having risen from rags to riches. However, they lose it all after falling victim to a chit fund scam due to their greed for more money. Soon, they find themselves in new mess and encounter eccentric and dangerous characters in their quest for a shortcut to riches again.",,,,/c1Mvyd983ZyrU5Vf2aKEe6WncSq.jpg,/urK6J2WurQ9NIcsAEVdCCkfoRWo.jpg
2025-07-25,Dhoom 2,2006.0,https://boxd.it/1OAa,4.0,14194.0,"Drama, Action, Thriller, Crime","Jai and Ali return, this time on the trail of an international thief who steals priceless artifacts and has chosen Mumbai as his next target.",,,,/gTqef9ZqiAl4Bb2ESdAVUdMwDwa.jpg,/yKQjyrGMfNZJDFGoDumZIcCNZvb.jpg
2025-07-25,Kabhi Khushi Kabhie Gham,2001.0,https://boxd.it/1Vtg,4.0,10757.0,"Comedy, Drama","Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",,,,/eJrD94E1msYEa0DygvkvdEKpChm.jpg,/sPMBiyjTco4JdKojlfGIz5Wd0jC.jpg
2025-07-25,Hera Pheri,2000.0,https://boxd.it/1BBO,4.0,21614.0,"Comedy, Crime","Two tenants and a landlord, in desperate need of money, chance upon a ransom call via a cross connection. They hatch a plan to claim the ransom for themselves.",,,,/23MKGUPT5laTStim4TaGhfgSltu.jpg,/AkfqKaD1KqfIqytxLvWlyKJRlEi.jpg
2025-07-21,Shazam!,2019.0,https://boxd.it/8WBu,4.0,287947.0,"Action, Comedy, Fantasy",A boy is given the ability to become an adult superhero in times of need with a single magic word.,,,,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,/o7JVhqMmrex1TPbmuxl8YXVlcfl.jpg
2025-07-21,Bāhubali 2: The Conclusion,2017.0,https://boxd.it/bMfO,4.5,350312.0,"Action, Adventure, Fantasy","When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",,,,/21sC2assImQIYCEDA84Qh9d1RsK.jpg,/whNjsTOUVg2lZLCKgGhnACnmV8E.jpg
2025-07-21,A Serbian Film,2010.0,https://boxd.it/2wBc,0.5,73861.0,"Crime, Horror, Thriller","Retired porn star Milos leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.",,,,/yIQqiw3Az5QYNHLCUoCTtxXH24G.jpg,/wa0UGYppc6uWOdVow4Ko2CG4jk9.jpg
2025-07-20,The Amateur,2025.0,https://boxd.it/F9NW,3.0,1087891.0,"Thriller, Action","After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.",,,,/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg,/aD7FXrm2GErTmzrIFBntPyhAqS9.jpg
2025-07-19,Pathaan,2023.0,https://boxd.it/wGeC,2.5,864692.0,"Action, Adventure, Thriller","A soldier caught by enemies and presumed dead comes back to complete his mission, accompanied by old companions and foes.",,,,/arf00BkwvXo0CFKbaD9OpqdE4Nu.jpg,/9wRAIQeOv2qzcgpfvA4dYZKeezl.jpg
2025-07-19,Justice League: The Flashpoint Paradox,2013.0,https://boxd.it/5yWW,4.0,183011.0,"Animation, Science Fiction, Action",The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.,,,,/hg6RYpSb3vU4i3yQDtE1YhSZNh5.jpg,/35RYg50KXsenD4TrpZzzBm2X4cK.jpg
2025-07-19,Watchmen,2009.0,https://boxd.it/1QE4,3.5,13183.0,"Mystery, Action, Science Fiction","In a gritty and alternate 1985, the glory days of costumed vigilantes have been brought to a close by a government crackdown. But after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so they uncover a sinister plot that puts all of humanity in grave danger.",,,,/aVURelN3pM56lFM7Dgfs5TixcIf.jpg,/dH7ia3vtkYCa3CBvDnvVjqm9uiQ.jpg
2025-07-19,V for Vendetta,2005.0,https://boxd.it/29Ik,4.0,752.0,"Action, Thriller, Science Fiction","In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",,,,/1avD1JeaRiJX5M4ahPdZPypGoGN.jpg,/sFEYsEfzTx7hhjetlNrme8B5OUo.jpg
2025-07-18,Superman,2025.0,https://boxd.it/E9IU,4.5,1061474.0,"Science Fiction, Adventure, Action","Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",,,,/ldyfo0BKmz5rWtJJKCvwaNS4cJT.jpg,/eGX66zonvc4bXg3rM08RUxdYSDx.jpg
2025-07-18,Heads of State,2025.0,https://boxd.it/s9tG,2.5,749170.0,"Action, Thriller, Comedy","The UK Prime Minister and US President have a public rivalry that risks their countries' alliance. But when they become targets of a powerful enemy, they're forced to rely on each other as they go on a wild, multinational run. Allied with Noel, a brilliant MI6 agent, they must find a way to thwart a conspiracy that threatens the free world.",,,,/lVgE5oLzf7ABmzyASEVcjYyHI41.jpg,/vJbEUMeI2AxBUZKjP6ZVeVNNTLh.jpg
2025-07-18,Jawan,2023.0,https://boxd.it/wVDs,4.0,872906.0,"Action, Thriller","An emotional journey of a prison warden, driven by a personal vendetta while keeping up to a promise made years ago, recruits inmates to commit outrageous crimes that shed light on corruption and injustice, in an attempt to get even with his past,  and that leads him to an unexpected reunion.",,,,/jFt1gS4BGHlK8xt76Y81Alp4dbt.jpg,/5LtSjMNw6j3LkG29Oa4O0iY5U8.jpg
2025-07-18,Tiger 3,2023.0,https://boxd.it/qZTW,2.0,720557.0,"Action, Adventure, Thriller","Following the events of Tiger Zinda Hai, War, and Pathaan, Avinash Singh Rathore returns as Tiger but this time the battle is within. He has to choose between his country or family as an old enemy is after his life, who claims that his family was killed by Tiger. He holds Tiger captive in Pakistan as the Indian agent's loyalty towards his country faces its biggest test.",,,,/7wgED7Yx9VLcNWSO91VgwicHmMD.jpg,/kqSxCsGIT4rqrZTTMpYP8RIzojv.jpg
2025-07-18,Thor: Love and Thunder,2022.0,https://boxd.it/mMAY,2.5,616037.0,"Fantasy, Action, Comedy","After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",,,,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg
2025-07-18,The Matrix Resurrections,2021.0,https://boxd.it/n87k,2.5,624860.0,"Science Fiction, Action, Adventure","Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",,,,/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,/eNI7PtK6DEYgZmHWP9gQNuff8pv.jpg
2025-07-18,Happy New Year,2014.0,https://boxd.it/8sf4,2.5,277432.0,"Action, Comedy, Crime, Adventure",Six would-be thieves enter a prestigious dance competition as a cover for their larger goal of pulling off a major heist.,,,,/5kv0trpR00030JmZbLnLMBKIrtD.jpg,/EZZEeHzS0uzQq81pwJ2HAWgTXe.jpg
2025-07-18,Gravity,2013.0,https://boxd.it/GZY,4.0,49047.0,"Science Fiction, Thriller, Drama","Dr. Ryan Stone, a brilliant medical engineer, is on her first Shuttle mission, with veteran astronaut Matt Kowalski in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalski completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",,,,/kZ2nZw8D681aphje8NJi8EfbL1U.jpg,/a2n6bKD7qhCPCAEALgsAhWOAQcc.jpg
2025-07-18,Life of Pi,2012.0,https://boxd.it/37pC,3.5,87827.0,"Adventure, Drama","The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",,,,/iLgRu4hhSr6V1uManX6ukDriiSc.jpg,/21YsCNMub5455NQCn3jh9SmRFyG.jpg
2025-07-18,Wreck-It Ralph,2012.0,https://boxd.it/2TTS,3.5,82690.0,"Family, Animation, Comedy, Adventure","Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",,,,/nrEupcBwf4O1zihCM34NoXusZDq.jpg,/3IFRjBDwtk0DlIsDfJ2zEzLjUBi.jpg
2025-07-18,Jab Tak Hai Jaan,2012.0,https://boxd.it/4iiu,3.0,132316.0,"Drama, Romance","Samar Anand (Shah Rukh Khan), a London-based struggling musician falls in love with Meera Thappar (Katrina Kaif). After a severe accident, a panicked Meera promises God to leave Samar if he lives. Heartbroken, Samar leaves for India to become a fearless bomb disposal expert in the army.",,,,/1TlzJZrzUlaC95Noqt3oMoxQxCu.jpg,/sgf60uAPn95lBAcSX9eQE8bKxTb.jpg
2025-07-18,Don 2,2011.0,https://boxd.it/10am,3.0,41109.0,"Action, Thriller","Having conquered the Asian underworld, crime boss Don sets in motion a plan that will give him dominion over Europe.",,,,/2gBM8c36HIwn4vc2UuMeliqiCKY.jpg,/tbavvYay6BvqEyz0iBgsPUy3oE1.jpg
2025-07-18,Golimaar,2010.0,https://boxd.it/6T6,4.0,63469.0,"Action, Thriller, Crime","Gangaram (Gopichand), an orphan raised by M.S. Narayana always craves to be a Police Officer and he becomes one. His intensity, dedication and straight forwardness gains him respect from his seniors and soon he starts running a cell that specializes in killing the gang members of two gangs – Talwar Gang and Khaled Gang. How does this honest police officer try to get on top of these gangs forms the rest of the story.",,,,/fggeRCAz6iq5lJSZ1eR59z92gfR.jpg,/ygSh0HQgfUzTOMErBvjXCnKniGy.jpg
2025-07-18,My Name Is Khan,2010.0,https://boxd.it/1uD4,3.0,26022.0,"Drama, Romance","Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",,,,/5Y36lCiNyyV71mjq6LavgiggbhT.jpg,/zGCnIADWwpjGllYv8DgT8HIuIQl.jpg
2025-07-18,Bhoothnath,2008.0,https://boxd.it/1L6c,4.0,15974.0,"Family, Comedy","Moving into a new house, a family witnesses an unfriendly ghost who wants to drive them away from the house. However, he befriends a little boy who changes his outlook forever.",,,,/2Tvwmsu4ihzDiltXxPWI4RwTF3W.jpg,/mVNhm0lf9Wc5phX4gvxN0SP14Q0.jpg
2025-07-18,Rab Ne Bana Di Jodi,2008.0,https://boxd.it/1OOG,3.5,14072.0,"Comedy, Drama, Romance","A lonely 40-ish man, likely to remain a bachelor, has a chance to find the love of his life when he falls for a vivacious young woman.",,,,/m8x6I2qf3R98HtF4DmJXcdxCU64.jpg,/AcLsfw3TVZGFFT8yRA5StPKk65y.jpg
2025-07-18,Chak De! India,2007.0,https://boxd.it/1ODI,4.5,14163.0,Drama,"A team of rag-tag girls with their own agenda form Team India competing for international fame in field hockey. Their coach, the ex-men's Indian National team captain, returns from a life of shame after being unjustly accused of match fixing in his last match. Can he give the girls the motivation required to win, while dealing with the shadows of his own past?",,,,/mmFMgEsTRCAGAtwffGpuo3mJsxN.jpg,/dRl7PCVhBgosXuivxRg4fCz5G7D.jpg
2025-07-18,Om Shanti Om,2007.0,https://boxd.it/20zy,4.0,8079.0,"Comedy, Thriller, Drama","Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",,,,/oArsQTD4bPPMtRjqr03SO9W6phF.jpg,/mBdT7nvhXmvZKK1mieS261IApcI.jpg
2025-07-18,The Golden Compass,2007.0,https://boxd.it/272Q,3.0,2268.0,"Adventure, Fantasy","In a parallel universe, after overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",,,,/6DTH9poR8RAw859L6OuokT7z993.jpg,/qifYc5jT4CZxmLH9DfOlipioSPp.jpg
2025-07-18,Don,2006.0,https://boxd.it/1IAI,4.0,92979.0,"Family, Drama","Don, a rich twelve-year-old, is kicked out of school. He is send to another school where he has difficulties fitting in.",,,,/lztXQPdfxFPSTprFumTAqiNOrJI.jpg,/9zojsC270i8wcg7xoY3o21WWc0Y.jpg
2025-07-18,Stuart Little 3: Call of the Wild,2005.0,https://boxd.it/1lO8,2.5,30178.0,"Animation, Comedy, Family","With school out for the summer,  The Littles are vacationing in a cabin by the lake, and Stuart is so excited he could burst! But when Snowbell the cat is captured by a mean-spirited creature known simply as the Beast, it's up to Stuart and a skunk named Reeko to rescue him and a few other friends.",,,,/zImw7IVg8dxPkqMfT0L33sdsIHC.jpg,/mwJ99qv48tE5Km7fLkeoOU1uVfK.jpg
2025-07-18,Main Hoon Na,2004.0,https://boxd.it/1OHA,5.0,14134.0,Drama,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",,,,/iiZ8BgmAsxKUEyO6ux8z6GHiE6j.jpg,/v9WuP3V5eeJudaqoDE870HEuYSk.jpg
2025-07-18,Swades,2004.0,https://boxd.it/1Ly6,3.5,15774.0,Drama,"A successful Indian scientist returns home to his village to take his nanny back to America with him, and in the process rediscovers his roots.",,,,/yUSL24kpHc9Nls4Pohia4shgcIM.jpg,/AmRfsOyEXpVhnaYXZMoDlZd9Siq.jpg
2025-07-18,Stuart Little 2,2002.0,https://boxd.it/1UTW,3.0,10996.0,"Family, Adventure, Comedy","Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",,,,/hjfeMLWqJY44mqqJKZSa6jx4Y1j.jpg,/iEvlXeDvLW5IjmWa5jwO0Tieu1g.jpg
2025-07-18,Baadshah,1999.0,https://boxd.it/Yf0,5.0,41902.0,"Action, Comedy",A small time detective is mistaken as a CBI agent and gets embroiled in a deadly mission to save the Chief Minister from an assassination attempt.,,,,/7r1nKEVxIlVQFSsijr3fndD1TDn.jpg,/d5e8wSbYMbJ32mNStPe5pnISdsn.jpg
2025-07-18,Stuart Little,1999.0,https://boxd.it/1WZW,4.0,10137.0,"Family, Fantasy, Comedy, Adventure","When the Littles adopt Stuart, the mouse, George is initially unwelcoming to his new brother, and the family cat, Snowbell, is even less enthusiastic. Stuart resolves to face these difficulties with as much pluck and courage as he can muster.",,,,/362lcwTJlNyAhitTlp2UraECISR.jpg,/dECKGAenue36W50HYhd3Jh1OJs.jpg
2025-07-18,Yes Boss,1997.0,https://boxd.it/2MPO,3.0,79982.0,"Comedy, Drama, Romance","Rahul Joshi wants to be a successful businessman so he works hard for his boss Siddharth. One day Rahul meets Seema, an up and coming model, and he feels like he's finally met his match. Will Seema fall for Rahul?",,,,/ayp76lRwyp5izlZVnxcZscgHofH.jpg,/4AWQOipcjMRHmhKWXzmvISjnjsv.jpg
2025-07-18,Dilwale Dulhania Le Jayenge,1995.0,https://boxd.it/1F9k,4.0,19404.0,"Comedy, Drama, Romance","Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",,,,/lfRkUr7DYdHldAqi3PwdQGBRBPM.jpg,/84beTJf26mfhoasUlKSOiNSutyS.jpg
2025-07-18,Baazigar,1993.0,https://boxd.it/1EK0,4.0,19657.0,"Crime, Thriller",A young man with a vendetta against a business tycoon seduces and kills his eldest daughter and then proceeds to his younger daughter but she begins to suspect her new lover's ulterior motive.,,,,/ndQQ2bTV0JLSRxUBchE4eD3qhDb.jpg,/lPUrfzWb7icGC6X1z0AKnYRtHGu.jpg
2025-07-18,Aladdin,1992.0,https://boxd.it/29yE,4.0,812.0,"Animation, Family, Adventure, Fantasy, Romance","In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.",,,,/eLFfl7vS8dkeG1hKp5mwbm37V83.jpg,/nenJjvfe2Eq8uBMXFJnWj5mw4bi.jpg
2025-07-16,Prisoners,2013.0,https://boxd.it/4E5i,4.5,146233.0,"Drama, Thriller, Crime","Keller Dover is facing every parent’s worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street.",,,,/uhviyknTT5cEQXbn6vWIqfM4vGm.jpg,/3RFmTz5h2UuFWEV4oH00XICBR9y.jpg
2025-07-16,Happy Gilmore,1996.0,https://boxd.it/1Yey,2.5,9614.0,Comedy,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",,,,/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,/As7NuiDRM4EO7LlJn2u8JWWsABp.jpg
2025-07-15,Patrick,2018.0,https://boxd.it/haNg,3.0,478159.0,"Family, Comedy",A woman's chaotic life becomes more complicated when she inherits her grandmother's dog.,,,,/zzo0rfLxgcbUPfjT3yjBYioFpv9.jpg,/MA6HOqNCLfumqc3ywdz9Z1K81K.jpg
2025-07-14,F1,2025.0,https://boxd.it/yjVM,4.0,911430.0,"Action, Drama",Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,,,,/9PXZIUsSDh4alB80jheWX4fhZmy.jpg,/lkDYN0whyE82mcM20rwtwjbniKF.jpg
2025-07-14,John Wick: Chapter 4,2023.0,https://boxd.it/mh48,5.0,603692.0,"Action, Thriller, Crime","With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",,,,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,/7I6VUdPj6tQECNHdviJkUHD2u89.jpg
2025-07-14,Blow,2001.0,https://boxd.it/24Mm,4.0,4133.0,"Crime, Drama","A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",,,,/yYZFVfk8aeMP4GxBSU9MTvqs9mJ.jpg,/b5GNqEW951qS1sJKmWUQD1uI7UU.jpg
2025-07-13,John Wick: Chapter 3 – Parabellum,2019.0,https://boxd.it/gmFw,5.0,458156.0,"Action, Thriller, Crime","Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",,,,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,/vVpEOvdxVBP2aV166j5Xlvb5Cdc.jpg
2025-07-12,Jurassic World Rebirth,2025.0,https://boxd.it/KUeE,3.0,1234821.0,"Science Fiction, Adventure, Action","Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",,,,/1RICxzeoNCAO5NpcRMIgg1XT6fm.jpg,/zNriRTr0kWwyaXPzdg1EIxf0BWk.jpg
2025-07-12,The Guardians of the Galaxy Holiday Special,2022.0,https://boxd.it/t77K,3.0,774752.0,"Comedy, Science Fiction, Adventure","On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present.",,,,/8dqXyslZ2hv49Oiob9UjlGSHSTR.jpg,/rfnmMYuZ6EKOBvQLp2wqP21v7sI.jpg
2025-07-12,John Wick: Chapter 2,2017.0,https://boxd.it/ayGu,4.0,324552.0,"Action, Thriller, Crime","John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",,,,/hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg,/r17jFHAemzcWPPtoO0UxjIX0xas.jpg
2025-07-11,How the Grinch Stole Christmas,2000.0,https://boxd.it/1ZHQ,3.0,8871.0,"Family, Comedy, Fantasy",The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,,,,/1WZbbPApEivA421gCOluuzMMKCk.jpg,/sy0vo1cmpKqwPRiMUiJ45jyLsX7.jpg
2025-07-08,Ballerina,2025.0,https://boxd.it/jKqG,3.5,541671.0,"Action, Thriller, Crime","Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.",,,,/2VUmvqsHb6cEtdfscEA6fqqVzLg.jpg,/sItIskd5xpiE64bBWYwZintkGf3.jpg
2025-07-02,Knight and Day,2010.0,https://boxd.it/17po,3.0,37834.0,"Action, Comedy","A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",,,,/phhp52CZZJiGYmiOTp9ZBDkGHB3.jpg,/k5mNW8qutywD3GhAuaq33qcQR2y.jpg
2025-06-30,TRON: Legacy,2010.0,https://boxd.it/1Dlo,3.5,20526.0,"Adventure, Action, Science Fiction","Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",,,,/8Nc6R8k7bG8frSiDJo0oLucF7dN.jpg,/uUa6jgSr5BQpcBhhaz1PV1JhSa4.jpg
